left-right,id,missed_break_one,missed_break_two,missed_break_three,time_in_minutes,language,asses,age,gender,comments,fluent
L,624b1ca0d07eb,False,False,False,26.387166666666666,Deutsch,Yes,22,Male,,Yes
S,624b1d534ad52,False,False,True,42.02395,Deutsch,Yes,39,Female,,Yes
L,624b22243fd06,False,False,False,61.85305,deutsch,Yes,43,Female,,Yes
S,624b2dac2b8f9,False,False,False,33.4488,Deutsch,Yes,24,Other,,Yes
L,624b2ebba9061,False,False,False,28.10675,deutsch,Yes,30,Male,,Yes
L,624b2fa19e1d7,False,False,False,25.43685,deutsch,Yes,33,Male,,Yes
L,624b30151c611,True,False,False,31.01985,Deutsch,Confused,28,Female,Ich hab ständig Paranoia irgendwelche Fangfragen zu übersehen vor lauter Fokus drauf keine Fangfragen zu übersehen?!,Yes
S,624b303d6bbb7,False,False,False,18.046716666666665,Deutsch,Yes,27,Female,,Yes
S,624b304e19726,False,False,False,20.302316666666666,Deutsch,Yes,27,Female,,Yes
L,624b30c79d763,False,False,False,18.9964,Deutsch,Yes,20,Male,,Yes
S,624b3113afba7,False,False,False,19.866383333333335,Deutsch,Yes,27,Male,,Yes
S,624b319ca046a,False,False,False,23.1499,Deutsch,Yes,24,Male,,Yes
S,624d6959898a9,False,False,False,23.056166666666666,Deutsch,Yes,34,Male,,No
L,624d6af77ae58,False,False,False,20.632066666666667,deutsch,Yes,37,Female,,Yes
L,624d6d5567caf,False,False,False,28.09861666666667,deutsch,Yes,52,Female,,Yes
L,624d710db494a,False,False,False,45.46646666666667,Deutsch,Yes,28,Female,,Yes
S,624d73312be1e,False,False,False,28.0631,Deutsch,Yes,32,Female,,Yes
S,624d80a5bdbf2,False,False,False,20.987266666666667,Deutsch,Yes,20,Female,,Yes
L,624d81be9718e,False,False,False,29.608983333333335,Deutsch,Yes,19,Female,,Yes
L,624d830f775f3,True,False,False,21.82505,deutsch,Yes,25,Female,,Yes
S,624d832146380,False,False,False,24.725166666666667,"Deutsch, Vietnamesisch",Yes,24,Female,,Yes
L,624d832d7766f,False,False,False,32.171216666666666,deutsch,Yes,37,Female,Sehr interessantes Experiment. Neben der Reihenfolge ist sicherlich auch die Betonung der Adjektive hier sehr wichtig.,Yes
L,624d94a33c1bb,False,False,False,23.91545,"deutsch, russisch",Yes,21,Male,,Yes
L,624d95a634e40,False,False,False,18.06586666666667,Deutsch,Yes,37,Female,,Yes
L,624d961f76355,False,False,False,22.498466666666666,Deutsch,Yes,33,Male,,Yes
L,624d96adb9d14,True,True,False,34.37425,deutsch,Yes,58,Male,,Yes
L,624d97f01402b,False,False,False,18.707333333333334,Deutsch,Yes,22,Male,,Yes
S,624d988a93f1e,False,False,False,23.94755,deutsch,Yes,22,Female,,Yes
S,624d9a8805e42,False,True,False,35.182183333333334,Deutsch,Yes,36,Male,,Yes
S,624da2cd1ef0b,False,False,False,59.562983333333335,Deutsch,Yes,54,Male,"Statt ""keine passende Beschreibung"" wäre es besser gewesen, ""keine zur eindeutigen Zuordnung geeignete Beschreibung"" anzubieten. Auch war ich mir nicht sicher, wie ich Redundanz zu behandeln habe, oder eine für mehrere identische Aufkleber passende Beschreibung. ",Yes
S,62557f3d79780,False,False,False,13.792083333333334,Deutsch,Yes,20,Female,,Yes
S,6255803065967,False,False,False,23.7679,Deutsch,Yes,24,Female,,No
S,6255835d0336c,False,False,False,25.75,deutsch,Yes,25,Male,,No
L,62558670bdd00,False,False,False,32.95623333333333,Deutsch,Yes,21,Male,,Yes
L,625591e31647c,False,False,False,19.800166666666666,Deutsch,Yes,20,Female,,Yes
S,6255943c71cb5,False,False,False,26.484483333333333,"Urdu, Deutsch",Yes,24,Female,,Yes
S,6255968bf1119,False,False,False,34.8125,Deutsch,Yes,31,Female,,Yes
S,625596dfdfa50,False,False,False,34.91263333333333,deutsch,Yes,51,Male,,No
S,62611d228e7c6,False,False,False,21.529033333333334,deutsch,Yes,29,Female,"ich war mir im ersten Block nicht sicher, wann eine Beschreibung nicht passt, da das Gegenüber ja immer noch eine Ratechance gehabt hätte",Yes
L,62616580b1912,False,False,False,17.240816666666667,Deutsch,Yes,44,Female,,Yes
S,626165e018778,False,False,False,20.430333333333333,deutsch,Yes,32,Male,,Yes
S,626166dd4332d,True,True,False,21.599316666666667,Deutsch,Yes,22,Male,,No
S,6261676c0eb2b,False,False,False,24.757566666666666,Deutsch,Yes,29,Female,,Yes
L,6261678588d5f,False,False,False,28.609516666666668,Deutsch,Yes,20,Male,,Yes
S,626167b76e314,False,False,False,29.11306666666667,deutsch,Yes,30,Male,,Yes
L,626168378ca1c,False,False,False,30.662133333333333,Deutsch,Yes,24,Male,,Yes
S,626168d1bbb1a,False,False,False,33.759083333333336,Deutsch,Yes,19,Female,,Yes
S,62616d5ec325d,False,False,False,53.40983333333333,Deutsch,Yes,25,Male,,Yes
L,626179bd7e471,False,False,True,23.793516666666665,Deutsch,Yes,24,Female,,Yes
S,62617afc9181b,False,False,False,19.7309,Deutsch,Yes,24,Male,,Yes
L,62617b3c28227,False,False,False,20.047816666666666,Deutsch,Yes,31,Female,,Yes
S,6262aec89f4db,False,False,False,16.913,Deutsch,Yes,21,Male,,No
L,6262af0c7d2b6,False,False,False,31.32135,Deutsch,Yes,25,Male,,Yes
S,6262af792c457,False,False,False,32.801,Deutsch,Yes,39,Female,,Yes
S,6262af82d93e4,False,False,False,24.277783333333332,Deutsch,Yes,28,Female,,Yes
S,6262b04e13777,False,False,False,26.8829,Deutsch,Yes,32,Female,Ich spreche noch Englisch fließend. Es war super den Fortschritt unten sehen zu können - danke! :),Yes
L,6262b076e9c0f,False,False,False,26.547416666666667,deutsch,Yes,33,Female,,Yes
L,6262b121ba321,False,False,False,26.984233333333332,Deutsch,Yes,21,Male,,Yes
S,6262b1276bb8d,False,False,False,34.57321666666667,deutsch,Yes,37,Male,,Yes
L,6262b1924daca,False,False,False,50.26618333333333,deutsch,Yes,47,Male,,Yes
