left-right,id,missed_break_one,missed_break_two,missed_break_three,time_in_minutes,language,asses,age,gender,comments,fluent
L,62751d07a8065,False,False,False,18.322033333333334,deutsch,Yes,21,Male,,Yes
L,627520c43718e,False,False,False,38.52601666666666,deutsch,Yes,41,Other,,Yes
L,6275211adf3b8,False,False,False,20.075216666666666,"deutsch, türkisch",Yes,23,Female,,Yes
L,627521d32039a,False,False,True,43.6853,deutsch,Yes,45,Male,,No
S,62752339dc09f,False,False,False,42.46385,deutsch,Yes,25,Female,,Yes
L,6275239eeb5ca,True,False,False,35.68765,deutsch,Confused,57,Male,,Yes
L,6275257cd18d6,False,False,False,37.12715,Deutsch,Yes,26,Female,,Yes
S,6275259cd3cd2,False,False,False,29.209633333333333,deutsch,Yes,45,Male,"Habe manchmal gelb statt orange geschrieben, fürchte ich",Yes
L,627525d930314,False,True,False,26.80826666666667,Deutsch,Yes,41,Female,Bei der ersten Runde habe ich noch keine Größe angegeben. Es war mir noch nicht in den Sinn gekommen und ist mir erst in der zweiten Runde eingefallen.,No
S,627526c6b01cb,False,False,False,29.7187,Deutsch,Confused,22,Male,Ich war mir am Anfang nicht ganz sicher mit den Größen der Aufkleber. Ab der ersten Pause habe ich diese wenn nötig mit angegeben.,Yes
L,62752712688a0,False,False,False,31.461333333333332,Deutsch,Yes,19,Female,Die Beschreibungen für die Formen sind zu lang. Statt 'herzförmig' einfach 'Herz' oder 'Stern' statt 'sternförmig'.,Yes
L,6275271cac7f8,False,False,False,34.38295,Deutsch,Yes,21,Male,,Yes
L,62753469f3d18,False,False,False,94.71278333333333,deutsch,Yes,65,Female,,No
L,627d14fd75417,False,False,False,16.17975,Deutsch,Yes,21,Female,,Yes
S,627d15fe6efb8,False,False,False,20.099533333333333,Deutsch,Yes,38,Male,,No
L,627d16396f178,False,True,False,20.796766666666667,deutsch,Yes,22,Female,,Yes
L,627d182a8b04c,False,False,False,25.115783333333333,Deutsch,Yes,30,Male,Dass ich vor jeder Antwort das Textfeld anklicken musste erschien mir unnötig lästig.,Yes
L,627d1838ee808,False,False,False,29.24588333333333,Deutsch,Yes,72,Male,,Yes
S,627d192f9ca7d,False,False,False,19.0015,deutsch,Yes,37,Female,,Yes
S,627d197996b9a,False,False,False,29.664733333333334,deutsch,Yes,38,Male,,Yes
L,627d1a0c72603,False,False,False,25.540133333333333,Deutsch,Yes,38,Female,,Yes
S,627d1a2015145,False,False,False,34.42393333333333,"Deutsch,Rumänisch",Yes,34,Female,,Yes
S,627d1a3428bd5,False,False,False,38.3334,deutsch,Yes,33,Male,Schönes Wochenende schon mal!,Yes
L,627d1b56df977,False,False,False,23.506183333333333,deutsch,Yes,21,Female,,Yes
S,627d1bea40afc,False,False,False,44.525933333333334,Deutsch,Yes,35,Male,Ich bin Programmierer und roboterhaftes Schreiben von festem Syntax gewohnt und ab ca. der Mitte der Aufgabe bin ich nahezu im Autopiloten gelaufen. Ich hoffe die gewonnenen Daten durch mich sind wenigstens ein bisschen nützlich,Yes
L,627d1bebe6501,False,False,False,30.653583333333334,Deutsch,Yes,49,Male,,Yes
S,627d1c6c7b6cf,False,False,False,25.263616666666667,Deutsch,Yes,27,Male,,Yes
S,627d1ce98c29a,False,False,False,21.22345,Deutsch,Yes,18,Female,,Yes
S,627d1d00a5299,False,False,False,31.7672,Deutsch,Yes,22,Male,Zur Beschreibung war meiner Ansicht nach teilweise auch die Größe der Aufkleber nötig. Daher habe ich diese miteinbezogen.,Yes
L,627d1d0ac13c6,False,False,False,45.93455,deutsch,Confused,,,,Yes
L,627d1e1495763,False,False,False,20.060466666666667,Deutsch,Yes,22,Female,,Yes
L,627d1eab6e155,False,False,False,35.219,Deutsch,Yes,32,Female,,Yes
S,627d1f0ec7eaa,False,False,False,26.390766666666668,deutsch,Yes,28,Female,,No
L,627d1fc54f9a8,False,False,False,26.867933333333333,Deutsch,Yes,52,Male,,Yes
S,627d210c46d69,True,False,True,25.401716666666665,Deutsch,Yes,33,Male,,Yes
S,627d213a50ee5,False,False,False,27.692416666666666,Deutsch,Yes,26,Female,,Yes
L,627d21877f013,False,False,False,31.155833333333334,Deutsch,Yes,21,Male,,Yes
S,627d21ab7ac39,False,False,False,19.0767,deutsch,Yes,25,Male,,Yes
S,627d228d2d766,False,False,False,39.1135,Deutsch,Yes,20,Male,,Yes
L,627d228db64fe,False,False,False,28.40625,Deustch,Yes,,Female,"orange sieht eher aus wie Gelb, habe evtl. manchmal aus Versehen ""Gelb"" statt ""Orange"" geschrieben",Yes
L,627d22e2344d8,False,False,False,20.132583333333333,Deutsch,Yes,42,Male,,Yes
L,627d2378e498c,False,False,False,20.70675,Deutsch,Yes,19,Male,,Yes
L,627d240b64ac0,False,False,False,40.46756666666667,Deutsch,Yes,35,Male,"In den ersten 2 Blöcken habe ich ""kreisförmig"" anstatt ""rund"" eingetragen, ich bitte das zu entschuldigen.",Yes
L,627d244d542c2,False,False,True,17.750816666666665,Deutsch,Confused,23,Female,,Yes
S,627d25f944eaf,False,False,False,77.39188333333334,"Dutch, Greek",Yes,21,Female,,Yes
S,627d267f71628,False,False,False,22.882766666666665,deutsch,Yes,20,Female,,Yes
L,627d26dd1e31f,False,False,False,33.27226666666667,Deutsch,Yes,20,Female,,Yes
L,627d27ffe7558,False,False,False,20.683316666666666,deutsch,Yes,27,Female,,No
S,627d2801402f6,False,False,False,22.795783333333333,"türkisch, persisch, deutsch",Yes,22,Female,"Es wäre praktisch, wenn man nach der eingabe der antwort mit enter fortfahren könnte. das ständige hin und her klicken war etwas anstrengend",Yes
S,627d2881a2d0b,False,False,False,41.65078333333334,Deutsch,Yes,25,Female,"Im ersten Durchlauf ist mir trotz aufmerksamen Lesens leider entfallen, dass mein Gegenüber nur die Markierung und die Anordnung nicht sieht, wohl aber das Set selbst. Dadurch sind meine Angaben dort teils spezifischer ausgefallen, als nötig gewesen wäre, wodurch mir die Aufgabe dann wenig sinnvoll erschien, sodass ich auf einen Verständnisfehler meinerseits schloss. Glücklicher Weise hatte ich einen Screenshot der Instruktionen parat, den ich dann in der ersten Pause noch einmal genau durchgegangen bin. Anschließend habe ich mein Vorgehen angepasst. ",Yes
S,627d2908e09b9,False,False,False,16.429833333333335,Deutsch,Yes,29,Male,Eine Eingabe mit 'Enter' wäre nützlich gewesen. So musste man jedes Mal mit der Maus auf 'weiter' klicken. Ansonsten lief alles gut! :-),Yes
S,627d2946386c3,False,False,False,32.316633333333336,deutsch,Yes,62,Female,"musste mich erst eindenken bis ich gemerkt habe, dass oft eine kurze Beschreibung reicht :-)",Yes
S,627d2962a6812,False,False,False,22.614733333333334,deutsch,Yes,20,Female,,No
S,627d29f45e98c,False,False,False,43.501266666666666,russisch,Yes,56,Female,,Yes
L,627d29fe08518,False,False,False,33.001583333333336,deutsch,Yes,56,Female,,Yes
S,627d2a351074f,False,False,False,18.498566666666665,Deutsch,Yes,29,Male,,Yes
L,627d2bc04c9a2,False,False,False,25.036983333333332,"deutsch, vietnamesisch",Yes,26,Female,,Yes
L,627d2c3259076,False,False,False,27.776116666666667,deutsch,Yes,19,Female,,Yes
L,627d2c526733d,False,False,False,32.7384,Deutsch,Yes,26,Male,,Yes
L,627d2ccfa3d3c,False,False,False,21.2423,Deutsch,Yes,18,Female,,Yes
L,627d2d938ccfd,False,False,False,30.5339,deutsch,Yes,25,Female,,Yes
L,627d2da805df2,False,False,True,25.577816666666667,Deutsch,Yes,33,Female,,Yes
L,627d2e0ef30c8,False,False,False,47.52161666666667,"Deutsch, Persisch",Yes,20,Male,,Yes
S,627d2e437122d,False,False,False,19.32735,deutsch,Yes,24,Female,,Yes
S,627d2e9f201b8,False,False,False,43.65006666666667,Deutsch,Yes,25,Female,,Yes
L,627d2f970cd06,False,False,False,27.473433333333332,Deutsch,Yes,27,Male,,Yes
S,627d2fbe99fa8,False,False,False,31.738116666666667,Deutsch,Yes,31,Male,,Yes
S,627d2fe17b2db,False,True,False,43.502516666666665,Deustch,Yes,20,Female,,Yes
S,627d303536d3e,False,False,False,31.86125,deutsch,Yes,31,Female,,Yes
S,627d3226a3ddd,False,False,False,46.60451666666667,Deutsch,Yes,20,Female,,Yes
L,627d346bc1436,False,False,False,47.3036,Deutsch,Yes,21,Male,"Am Anfang habe ich leider gelb statt orange, sowohl als auch viereckig an Stelle von quadratisch verwendet. ",Yes
S,627d3816a77b0,True,False,False,46.22951666666667,Deutsch,Yes,51,Male,,Yes
S,627d39d3523dd,False,False,False,30.97325,"Deutsch, Englisch",Yes,22,Male,Die verschiedenen Größen der ersten Beispiele haben für viel Verwirrung gesorgt.,Yes
S,627d40218356b,False,False,False,57.163783333333335,deutsch,Confused,30,Female,,Yes
L,627d4d9e332fc,False,False,False,35.16595,deutsch,Yes,62,Male,,Yes
S,628f8acf9efd3,False,False,False,20.579783333333335,Deutsch,Yes,21,Male,,Yes
S,628f8ceb3bd87,False,False,True,24.20095,deutsch,Yes,21,Male,,Yes
L,628f9076a01bb,False,False,False,18.856716666666667,Deutsch,Yes,19,Male,,Yes
S,628f93f497ff1,False,False,False,30.663033333333335,Deutsch,Confused,21,Female,"Ich habe absichtlich die Wörter groß und klein verwendet, um wirklich eindeutig auf den jeweiligen Aufkleber hinzuweisen. Wenn ich mich recht erinnere stand das so jedoch nicht in den Instruktionen. Außerdem bin ich mir unsicher ob ich im Schreibfluss nicht teilweise statt quadratisch oder diamantförmig einfach viereckig geschrieben habe.",Yes
L,628f976347fe7,False,False,False,33.6451,Deutsch,Yes,19,Male,"Beim erstellen Ihres nächsten Experiments wäre es cool, wenn ihr die Funktion einbaut durch die Enter-Taste zur nächsten Folie zu gelangen. Weil jedes mal wieder mit der Maus auf ""Weiter"" zu klicken ist sehr unentspannt und stört den schreibfluss",Yes
S,628f9b25abbcd,False,False,False,44.46021666666667,deutsch,Confused,66,Male,"Die Instruktionen zu Beginn waren mir zu dürftig. Zunächst hatte ich ""viereckig"" auch für ""diamantförmig"" verwendet. Eine längere Übungsphase wäre mir lieber gewesen. Ich bin dem System gefolgt, so viele Informationen zu geben, wie zur Abgrenzung gegen die anderen Felder nötig sind, um den Unterschied zu markieren. Leider bin ich mir im Nachhinein sehr unsicher, ob das den Zweck der Aufgabe wirklich erfüllt.  ",Yes
L,628f9cbd3e74d,False,False,False,35.466683333333336,Deutsch,Yes,35,Male,"mich hat es etwas genervt, dass ich mit der Maus jedes Mal auf ""Weiter"" klicken musste, anstatt die Enter-Taste nutzen zu können. Zudem musste ich jedes Mal mit der Maus in das Formularfeld klicken, was mich manchmal aus dem ""Schreibfluss"" gebracht hat. Hier erscheint auch die Meldung ""Use Submit button to advance"". Es gibt aber keinen Submit-Button. Stattdessen wird ein Button ""Experiment beenden"" angezeigt, das ist verwirrend :)",Yes
L,628f9cd8b866a,False,False,False,22.98368333333333,Deutsch,Yes,21,Female,"ich fand es ein spannendes Experiment, jedoch wäre es in den Instruktionen gut zu erwähnen, ob  die Begriffe ""groß"" und ""klein"" auch benutzt werden dürfen, da viele Formen sowohl die gleiche Farbe, als auch Form hatten und sich nur in ihrer Größe unterschieden.
",Yes
L,628f9d398519e,False,False,False,28.137783333333335,Deutsch,Yes,22,Female,,Yes
L,628f9d82f19a9,False,False,False,41.1731,Deutsch,Yes,18,Male,,Yes
L,628f9ef753cfc,False,False,False,33.702133333333336,deutsch,Yes,26,Female,,Yes
S,628fa1d9bea2e,False,False,False,22.676866666666665,Deutsch,Confused,25,Female,,Yes
L,628fbfd36d88a,False,False,False,28.185,Deutsch,Confused,44,Male,,Yes
L,628fc2f6209f6,False,True,False,35.65371666666667,deutsch,Yes,45,Male,,No
S,628fc3c975198,False,False,False,23.575516666666665,deutsch,Yes,26,Female,
S,628fc74a71b79,False,False,False,33.05936666666667,"Deutsch, Punjabi",Yes,25,Female,,Yes
L,628fc7844017e,False,False,False,34.75165,deutsch,Yes,22,Other,,Yes
L,628fc7a170851,False,False,False,59.020583333333335,deutsch,Yes,,Female,,Yes
L,628fc7ab24897,False,False,False,37.3795,Deutsch,Yes,20,Male,Unklar welches Vokabular verwendet werden darf / soll.,Yes
L,628fc7d3e2ed3,False,False,False,32.61525,"Deutsch, Russisch",Yes,21,Male,,Yes
S,628fc9235468b,False,False,False,23.3076,deutsch,Yes,22,Female,,Yes
L,628fca7dd18c6,False,False,False,28.4573,Deutsch,Yes,21,Male,Ich glaube ich habe ausversehen bei einem Aufkleber die flasche Form angegeben. Ansonsten war dieses Experiment sehr angenehm gestaltet.,Yes
S,628fcb8d77468,False,False,False,44.62028333333333,russisch/deutsch,Yes,24,Male,,Yes
L,628fd1fbd2a66,False,True,True,55.92545,deutsch,Yes,62,Female,"Am Anfang habe ich fast alle Details beschrieben, doch nach mehreren Pausen habe ich teilweise nur Merkmale angegeben die nötig waren um den geforderten Aufkleber zu beschreiben",Yes
L,628fd4a002548,False,False,False,82.20765,Deutsch,Confused,44,Female,,Yes
S,629073c6e284e,False,False,False,20.176766666666666,Deutsch,Confused,35,Male,"Anfangs 'orange' mit 'ockerfarben und 'rund' mit 'kreisförmig' beschrieben. Ich entschuldige mich vielmals, habe die Umfrage nichtsdestotrotz nach bestem Wissen und Gewissen ausgefüllt. ",Yes
S,629077db5abbe,False,False,False,35.11593333333333,Deutsch,Yes,24,Female,,Yes
L,629078db4c494,False,False,False,17.207133333333335,deutsch,Yes,23,Female,,Yes
L,62907a3d707f6,False,False,False,23.755066666666668,deutsch,Yes,25,Female,
L,62907cf423ee5,False,False,False,25.59105,Deutsch,Yes,25,Female,,Yes
L,62907fbfd3c11,False,False,False,28.456616666666665,Deutsch,Yes,21,Female,,Yes
S,629081111a5e2,False,False,False,18.439383333333332,deutsch,Yes,20,Female,,Yes
S,629081127abf8,False,False,False,30.523066666666665,Deutsch,Yes,29,Male,"Es wäre schön gewesen, wenn der cursor der Maus automatisch in der Zeile gewesen wäre. Es ist anstrengend immer zwischen Maus und Tastatur zu wechseln.",Yes
S,6290818ae040e,False,False,False,28.477816666666666,deutsch,Yes,37,Female,,Yes
S,629081e8f22eb,False,False,False,13.2577,deutsch,Yes,30,Female,,Yes
L,62908784afc71,False,False,False,37.8409,Deutsch,Yes,29,Female,,Yes
L,629091a58abbf,False,False,False,49.06065,deutsch,Yes,32,Male,,Yes
S,6290bd1c1ec86,True,True,True,23.846666666666668,Deutsch,Yes,30,Male,"War mir nicht sicher, ob ich immer alle Eigenschaften angeben sollte oder nur die, die den Sticker ""unique"" vom Set machen",Yes
S,6290c05fe7291,False,False,False,23.3225,deutsch,Yes,22,Female,,Yes
L,6290c22c0e525,False,False,False,24.802666666666667,deutsch,Yes,30,Female,,Yes
L,6290c26ca80f2,True,False,False,24.551816666666667,deutsch,Yes,22,Female,"Ich habe anfangs, anstatt von diamantförmig rauteförmig geschrieben, ich hoffe, das bereitet keine Schwierigkeiten.",Yes
L,6290c345635d0,False,False,False,31.13906666666667,Deutsch,Confused,24,Female,,No
L,6290c38dde27c,False,False,False,19.590166666666665,Deutsch,Yes,24,Male,,Yes
S,6290c5da13927,False,False,False,21.8466,deutsch,Confused,26,Male,,Yes
S,6290c69602d3b,False,False,False,27.817983333333334,deutsch,Yes,27,Male,Es war ein angenehmes Experiment,Yes
L,6290c76b31704,False,False,False,23.126966666666668,deutsch,Yes,33,Male,,Yes
L,6290c7aedda35,False,False,False,22.361383333333333,Deutsch,Yes,29,Male,,Yes
S,6290c9a8383a8,False,False,False,29.21985,"Polnisch, Deutsch",Yes,28,Male,Viel Erfolg mit der Studie.,Yes
S,6290ca0f8851f,False,False,False,31.678233333333335,Deutsch,Yes,31,Female,Das Orange sah für mich eher wie gelb aus und ich habe daher aus Versehen öfters gelb angegeben statt orange.,Yes
L,6290ce2a98253,False,False,False,61.55095,Deutsch,Yes,18,Female,,Yes
S,629219ea639d2,False,True,False,22.89453333333333,Deutsch,Yes,34,Female,,Yes
S,62921a7946c6b,False,False,False,33.52236666666667,Deutsch,Yes,27,Female,,Yes
L,62921b5de8704,True,False,False,33.83016666666666,deutsch,Confused,20,Female,"Die Aufgabenstellung hat mich leider sehr verwirrt, ich habe die Aufgaben trotzdem so gut wie möglich bearbeitet, jedoch bin ich mir unsicher, ob ich sie korrekt bearbeitet habe."
L,62921db12f22b,False,False,False,56.064033333333334,Deutsch,Yes,20,Male,,Yes
L,629220f39875e,False,False,False,71.44963333333334,"Deutsch, Russisch",Yes,23,Male,,Yes
S,629224df67497,False,False,False,26.8001,deutsch,Confused,20,Male,"ich war mir unsicher ob ich immer alle Attribute (Größe, Farbe, Form) angeben soll oder nur immer die einzeln notwendigen",Yes
S,629225f944315,False,False,False,25.898866666666667,Deutsch,Yes,22,Male,,Yes
L,62922d02296e8,False,False,False,61.489666666666665,Deutsch,Yes,28,Male,,Yes
S,62922f32170e2,False,False,False,63.92401666666667,deutsch,Yes,32,Male,keine Kommentare,Yes
L,6292529d182fe,False,False,False,33.11665,"deutsch, kurdisch",Confused,19,Male,"hab am Anfang paar Angaben anders als gewünscht gemacht, ich hoffe das ist kein Problem!",Yes
L,629257d383dce,False,False,False,23.598066666666668,deutsch,Yes,26,Female,,Yes
L,629259dd9c60e,False,False,True,15.41125,Deutsch,Yes,21,Male,,Yes
S,62925af92063e,False,False,False,49.068933333333334,englisch & deutsch,Yes,52,Female,,Yes
S,62925ff5da831,False,False,False,30.440166666666666,Deutsch,Yes,25,Male,,Yes
L,62926d6b9c669,False,False,False,20.01685,deutsch,Yes,22,Female,,Yes
